EV Charger Registration Code,Name,No. of Charging Outlets,Connector ID,Type of Connector,Rated Output Power (kW),Postal Code,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,Longitude,Latitude
R106434K,CHARGE+ PTE. LTD.,2,R106434K-001,Type 2,7.4,551141,141A,SERANGOON NORTH AVENUE 1,MULTI STOREY CAR PARK,L4A,223 & 222,Yes,103.8744528,1.36786213
R106434K,CHARGE+ PTE. LTD.,2,R106434K-002,Type 2,7.4,551141,141A,SERANGOON NORTH AVENUE 1,MULTI STOREY CAR PARK,L4A,223 & 222,Yes,103.8744528,1.36786213
R106436F,CHARGE+ PTE. LTD.,2,R106436F-001,Type 2,7.4,820271,271,PUNGGOL WALK,PUNGGOL RESIDENCES,L1,232 & 231,Yes,103.9003838,1.403005118
R106436F,CHARGE+ PTE. LTD.,2,R106436F-002,Type 2,7.4,820271,271,PUNGGOL WALK,PUNGGOL RESIDENCES,L1,232 & 231,Yes,103.9003838,1.403005118
R106439G,CHARGE+ PTE. LTD.,2,R106439G-001,Type 2,7.4,820271,271,PUNGGOL WALK,PUNGGOL RESIDENCES,L1,250 & 233,Yes,103.9003838,1.403005118
R106439G,CHARGE+ PTE. LTD.,2,R106439G-002,Type 2,7.4,820271,271,PUNGGOL WALK,PUNGGOL RESIDENCES,L1,250 & 233,Yes,103.9003838,1.403005118
R106440Z,CHARGE+ PTE. LTD.,2,R106440Z-001,Type 2,7.4,730783,783,WOODLANDS RISE,WOODLANDS PASTURE I,L4B,161 & 162,Yes,103.8041211,1.447818842
R106440Z,CHARGE+ PTE. LTD.,2,R106440Z-002,Type 2,7.4,730783,783,WOODLANDS RISE,WOODLANDS PASTURE I,L4B,161 & 162,Yes,103.8041211,1.447818842
R106443R,CHARGE+ PTE. LTD.,2,R106443R-001,Type 2,7.4,730783,783,WOODLANDS RISE,WOODLANDS PASTURE I,L4B,163 & 164,Yes,103.8041211,1.447818842
R106443R,CHARGE+ PTE. LTD.,2,R106443R-002,Type 2,7.4,730783,783,WOODLANDS RISE,WOODLANDS PASTURE I,L4B,163 & 164,Yes,103.8041211,1.447818842
R106445H,CHARGE+ PTE. LTD.,2,R106445H-001,Type 2,7.4,541156,156A,RIVERVALE CRESCENT,RIVERVALE GREEN,L4A,256 & 255,Yes,103.9069385,1.391666842
R106445H,CHARGE+ PTE. LTD.,2,R106445H-002,Type 2,7.4,541156,156A,RIVERVALE CRESCENT,RIVERVALE GREEN,L4A,256 & 255,Yes,103.9069385,1.391666842
R106446A,CHARGE+ PTE. LTD.,2,R106446A-001,Type 2,7.4,541156,156A,RIVERVALE CRESCENT,RIVERVALE GREEN,L4A,258 & 257,Yes,103.9069385,1.391666842
R106446A,CHARGE+ PTE. LTD.,2,R106446A-002,Type 2,7.4,541156,156A,RIVERVALE CRESCENT,RIVERVALE GREEN,L4A,258 & 257,Yes,103.9069385,1.391666842
R106447E,CHARGE+ PTE. LTD.,2,R106447E-001,Type 2,7.4,530475,475,UPPER SERANGOON CRESCENT,PARKLAND RESIDENCES,L3A,342 & 343,Yes,103.9006892,1.375720843
R106447E,CHARGE+ PTE. LTD.,2,R106447E-002,Type 2,7.4,530475,475,UPPER SERANGOON CRESCENT,PARKLAND RESIDENCES,L3A,342 & 343,Yes,103.9006892,1.375720843
R106448K,CHARGE+ PTE. LTD.,2,R106448K-001,Type 2,7.4,530475,475,UPPER SERANGOON CRESCENT,PARKLAND RESIDENCES,L3A,344 & 345,Yes,103.9006892,1.375720843
R106448K,CHARGE+ PTE. LTD.,2,R106448K-002,Type 2,7.4,530475,475,UPPER SERANGOON CRESCENT,PARKLAND RESIDENCES,L3A,344 & 345,Yes,103.9006892,1.375720843
R106449B,CHARGE+ PTE. LTD.,1,R106449B-001,CCS2,30,238872,391,ORCHARD ROAD,NGEE ANN CITY,L7,47,Yes,103.8346761,1.302424172
R106450E,CHARGE+ PTE. LTD.,2,R106450E-001,Type 2,7.4,820121,121,EDGEDALE PLAINS,PUNGGOL EDGE,L3B,243 & 242,Yes,103.9083695,1.393583292
R106450E,CHARGE+ PTE. LTD.,2,R106450E-002,Type 2,7.4,820121,121,EDGEDALE PLAINS,PUNGGOL EDGE,L3B,243 & 242,Yes,103.9083695,1.393583292
R106452B,CHARGE+ PTE. LTD.,2,R106452B-001,Type 2,7.4,820121,121,EDGEDALE PLAINS,PUNGGOL EDGE,L3B,245 & 244,Yes,103.9083695,1.393583292
R106452B,CHARGE+ PTE. LTD.,2,R106452B-002,Type 2,7.4,820121,121,EDGEDALE PLAINS,PUNGGOL EDGE,L3B,245 & 244,Yes,103.9083695,1.393583292
R106455C,CHARGE+ PTE. LTD.,1,R106455C-001,CCS2,30,238872,391,ORCHARD ROAD,NGEE ANN CITY,L7,49,Yes,103.8346761,1.302424172
R106456G,CHARGE+ PTE. LTD.,2,R106456G-001,Type 2,7.4,750339,339,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L4,396 & 397,Yes,103.8173104,1.448282421
R106456G,CHARGE+ PTE. LTD.,2,R106456G-002,Type 2,7.4,750339,339,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L4,396 & 397,Yes,103.8173104,1.448282421
R106459H,CHARGE+ PTE. LTD.,2,R106459H-001,Type 2,7.4,750339,339,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L4,398 & 399,Yes,103.8173104,1.448282421
R106459H,CHARGE+ PTE. LTD.,2,R106459H-002,Type 2,7.4,750339,339,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L4,398 & 399,Yes,103.8173104,1.448282421
R106464E,CHARGE+ PTE. LTD.,2,R106464E-001,Type 2,7.4,551542,542A,SERANGOON NORTH AVENUE 4,MULTI STOREY CAR PARK,B1,32 & 31,Yes,103.8717029,1.373503672
R106464E,CHARGE+ PTE. LTD.,2,R106464E-002,Type 2,7.4,551542,542A,SERANGOON NORTH AVENUE 4,MULTI STOREY CAR PARK,B1,32 & 31,Yes,103.8717029,1.373503672
R106472C,CHARGE+ PTE. LTD.,2,R106472C-001,Type 2,7.4,551542,542A,SERANGOON NORTH AVENUE 4,MULTI STOREY CAR PARK,B1,34 & 33,Yes,103.8717029,1.373503672
R106472C,CHARGE+ PTE. LTD.,2,R106472C-002,Type 2,7.4,551542,542A,SERANGOON NORTH AVENUE 4,MULTI STOREY CAR PARK,B1,34 & 33,Yes,103.8717029,1.373503672
R106473G,CHARGE+ PTE. LTD.,2,R106473G-001,Type 2,7.4,760671,671,YISHUN AVENUE 4,VINE GROVE @ YISHUN,L5B,238 & 239,Yes,103.8415629,1.41913521
R106473G,CHARGE+ PTE. LTD.,2,R106473G-002,Type 2,7.4,760671,671,YISHUN AVENUE 4,VINE GROVE @ YISHUN,L5B,238 & 239,Yes,103.8415629,1.41913521
R106474R,CHARGE+ PTE. LTD.,2,R106474R-001,Type 2,7.4,760671,671,YISHUN AVENUE 4,VINE GROVE @ YISHUN,L5B,240 & 241,Yes,103.8415629,1.41913521
R106474R,CHARGE+ PTE. LTD.,2,R106474R-002,Type 2,7.4,760671,671,YISHUN AVENUE 4,VINE GROVE @ YISHUN,L5B,240 & 241,Yes,103.8415629,1.41913521
R106475D,CHARGE+ PTE. LTD.,2,R106475D-001,Type 2,7.4,820266,266,PUNGGOL WAY,PUNGGOL EMERALD,L2,322 & 321,Yes,103.8981753,1.405298645
R106475D,CHARGE+ PTE. LTD.,2,R106475D-002,Type 2,7.4,820266,266,PUNGGOL WAY,PUNGGOL EMERALD,L2,322 & 321,Yes,103.8981753,1.405298645
R106476H,CHARGE+ PTE. LTD.,2,R106476H-001,Type 2,7.4,820266,266,PUNGGOL WAY,PUNGGOL EMERALD,L2,408 & 407,Yes,103.8981753,1.405298645
R106476H,CHARGE+ PTE. LTD.,2,R106476H-002,Type 2,7.4,820266,266,PUNGGOL WAY,PUNGGOL EMERALD,L2,408 & 407,Yes,103.8981753,1.405298645
R106795K,CHARGE+ PTE. LTD.,2,R106795K-001,CCS2,120,568047,10,ANG MO KIO INDUSTRIAL PARK 2A,AMK AUTOPOINT,L1,294 & 295,Yes,103.8688624,1.376986797
R106795K,CHARGE+ PTE. LTD.,2,R106795K-002,CCS2,120,568047,10,ANG MO KIO INDUSTRIAL PARK 2A,AMK AUTOPOINT,L1,294 & 295,Yes,103.8688624,1.376986797
R106796B,CHARGE+ PTE. LTD.,2,R106796B-001,CCS2,120,533755,2,DEFU SOUTH STREET 1,JTC DEFU INDUSTRIAL CITY,L1,25 & 24,Yes,103.897003,1.345557062
R106796B,CHARGE+ PTE. LTD.,2,R106796B-002,CCS2,120,533755,2,DEFU SOUTH STREET 1,JTC DEFU INDUSTRIAL CITY,L1,25 & 24,Yes,103.897003,1.345557062
R106797F,CHARGE+ PTE. LTD.,1,R106797F-001,Type 2,22,567760,5,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH II,L1A,12,Yes,103.8704265,1.378055963
R106798Z,CHARGE+ PTE. LTD.,1,R106798Z-001,Type 2,22,567760,5,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH II,L1A,13,Yes,103.8705061,1.378071278
R106799C,CHARGE+ PTE. LTD.,1,R106799C-001,Type 2,22,567760,5,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH II,L1A,14,Yes,103.8705061,1.378071278
R106800F,CHARGE+ PTE. LTD.,1,R106800F-001,Type 2,22,567760,5,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH II,L1A,15,Yes,103.8705061,1.378071278
R106805D,CHARGE+ PTE. LTD.,1,R106805D-001,Type 2,22,568050,3,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH 1,L1,85,Yes,103.8688202,1.377993493
R106817G,CHARGE+ PTE. LTD.,1,R106817G-001,Type 2,22,568050,3,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH 1,L1,86,Yes,103.8688202,1.377993493
R106818R,CHARGE+ PTE. LTD.,1,R106818R-001,Type 2,22,568050,3,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH 1,L1,87,Yes,103.8688202,1.377993493
R106820G,CHARGE+ PTE. LTD.,1,R106820G-001,Type 2,22,568050,3,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH 1,L1,88,Yes,103.8688202,1.377993493
R106829Z,CHARGE+ PTE. LTD.,1,R106829Z-001,Type 2,22,567761,20,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH LINK,L1,51,Yes,103.8706196,1.376929988
R106830B,CHARGE+ PTE. LTD.,1,R106830B-001,Type 2,22,567761,20,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH LINK,L1,52,Yes,103.8706196,1.376929988
R106832Z,CHARGE+ PTE. LTD.,1,R106832Z-001,Type 2,22,567761,20,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH LINK,L1,53,Yes,103.8706196,1.376929988
R106834G,CHARGE+ PTE. LTD.,1,R106834G-001,Type 2,22,567761,20,ANG MO KIO INDUSTRIAL PARK 2A,AMK TECH LINK,L1,54,Yes,103.8706196,1.376929988
R106836D,CHARGE+ PTE. LTD.,1,R106836D-001,Type 2,22,533755,2,DEFU SOUTH STREET 1,JTC DEFU INDUSTRIAL CITY,L1,23,Yes,103.897003,1.345557062
R106838A,CHARGE+ PTE. LTD.,1,R106838A-001,Type 2,22,533755,2,DEFU SOUTH STREET 1,JTC DEFU INDUSTRIAL CITY,L1,26,Yes,103.897003,1.345557062
R106841A,CHARGE+ PTE. LTD.,1,R106841A-001,Type 2,22,569897,216,ANG MO KIO AVENUE 4,KEBUN BARU COMMUNITY CLUB,B1,1,Yes,103.8376124,1.373007502
R106842E,CHARGE+ PTE. LTD.,1,R106842E-001,Type 2,22,569897,216,ANG MO KIO AVENUE 4,KEBUN BARU COMMUNITY CLUB,B1,2,Yes,103.8376124,1.373007502
R106854H,CHARGE+ PTE. LTD.,1,R106854H-001,Type 2,22,797649,700,WEST CAMP ROAD,JTC AVIATION ONE @ SELETAR AEROSPACE PARK,L3,2,Yes,103.8641203,1.420341376
R106856E,CHARGE+ PTE. LTD.,1,R106856E-001,Type 2,22,797649,700,WEST CAMP ROAD,JTC AVIATION ONE @ SELETAR AEROSPACE PARK,L3,3,Yes,103.8641203,1.420341376
R106857K,CHARGE+ PTE. LTD.,1,R106857K-001,Type 2,22,797649,700,WEST CAMP ROAD,JTC AVIATION ONE @ SELETAR AEROSPACE PARK,L3,4,Yes,103.8641203,1.420341376
R106858B,CHARGE+ PTE. LTD.,1,R106858B-001,Type 2,22,797649,700,WEST CAMP ROAD,JTC AVIATION ONE @ SELETAR AEROSPACE PARK,L3,5,Yes,103.8641203,1.420341376
R106861B,CHARGE+ PTE. LTD.,1,R106861B-001,Type 2,22,797523,690,WEST CAMP ROAD,JTC AVIATION TWO @ SELETAR AEROSPACE PARK,L1,48,Yes,103.8639316,1.419975516
R106864C,CHARGE+ PTE. LTD.,1,R106864C-001,Type 2,22,797523,690,WEST CAMP ROAD,JTC AVIATION TWO @ SELETAR AEROSPACE PARK,L1,50,Yes,103.8639316,1.419975516
R106868H,CHARGE+ PTE. LTD.,1,R106868H-001,Type 2,22,797523,690,WEST CAMP ROAD,JTC AVIATION TWO @ SELETAR AEROSPACE PARK,L1,51,Yes,103.8639316,1.419975516
R106870D,CHARGE+ PTE. LTD.,1,R106870D-001,Type 2,22,797523,690,WEST CAMP ROAD,JTC AVIATION TWO @ SELETAR AEROSPACE PARK,L1,54,Yes,103.8639316,1.419975516
R106873E,CHARGE+ PTE. LTD.,1,R106873E-001,Type 2,22,729227,5,SUNGEI KADUT STREET 2,TRENDSPACE,B1,3,Yes,103.7503795,1.411493536
R106876F,CHARGE+ PTE. LTD.,1,R106876F-001,Type 2,22,729227,5,SUNGEI KADUT STREET 2,TRENDSPACE,B1,4,Yes,103.7503795,1.411493536
R106878C,CHARGE+ PTE. LTD.,1,R106878C-001,Type 2,22,729227,5,SUNGEI KADUT STREET 2,TRENDSPACE,B1,45,Yes,103.7503795,1.411493536
R106880Z,CHARGE+ PTE. LTD.,1,R106880Z-001,Type 2,22,729227,5,SUNGEI KADUT STREET 2,TRENDSPACE,B1,46,Yes,103.7503795,1.411493536
R106887E,CHARGE+ PTE. LTD.,1,R106887E-001,Type 2,22,757445,6A,ADMIRALTY ROAD WEST,,L1,4,Yes,103.779366,1.451723547
R106888K,CHARGE+ PTE. LTD.,1,R106888K-001,Type 2,22,757445,6A,ADMIRALTY ROAD WEST,,L1,5,Yes,103.7793231,1.451718184
R107310H,CHARGE+ PTE. LTD.,1,R107310H-001,Type 2,22,768441,1,YISHUN STREET 23,YS-ONE,L1,136,Yes,103.8417035,1.438714554
R107311A,CHARGE+ PTE. LTD.,1,R107311A-001,Type 2,22,768441,1,YISHUN STREET 23,YS-ONE,L1,137,Yes,103.8417035,1.438714554
R107314B,CHARGE+ PTE. LTD.,1,R107314B-001,Type 2,22,768441,1,YISHUN STREET 23,YS-ONE,L1,138,Yes,103.8417035,1.438714554
R107315F,CHARGE+ PTE. LTD.,1,R107315F-001,Type 2,22,768441,1,YISHUN STREET 23,YS-ONE,L1,139,Yes,103.8417035,1.438714554
R107320C,CHARGE+ PTE. LTD.,2,R107320C-001,Type 2,7.4,641212,212A,BOON LAY PLACE,MULTI STOREY CAR PARK,L3B,166,Yes,103.7133457,1.348777281
R107320C,CHARGE+ PTE. LTD.,2,R107320C-002,Type 2,7.4,641212,212A,BOON LAY PLACE,MULTI STOREY CAR PARK,L3B,166,Yes,103.7133457,1.348777281
R107322R,CHARGE+ PTE. LTD.,2,R107322R-001,Type 2,7.4,641212,212A,BOON LAY PLACE,MULTI STOREY CAR PARK,L3B,168 & 167,Yes,103.7133457,1.348777281
R107322R,CHARGE+ PTE. LTD.,2,R107322R-002,Type 2,7.4,641212,212A,BOON LAY PLACE,MULTI STOREY CAR PARK,L3B,168 & 167,Yes,103.7133457,1.348777281
R107326E,CHARGE+ PTE. LTD.,2,R107326E-001,Type 2,7.4,680686,686,CHOA CHU KANG CRESCENT,,L3B,71/72 &293,Yes,103.7489176,1.40408942
R107326E,CHARGE+ PTE. LTD.,2,R107326E-002,Type 2,7.4,680686,686,CHOA CHU KANG CRESCENT,,L3B,71/72 &293,Yes,103.7489176,1.40408942
R107328B,CHARGE+ PTE. LTD.,2,R107328B-001,Type 2,7.4,680686,686,CHOA CHU KANG CRESCENT,,L3B,291 & 292,Yes,103.7489176,1.40408942
R107328B,CHARGE+ PTE. LTD.,2,R107328B-002,Type 2,7.4,680686,686,CHOA CHU KANG CRESCENT,,L3B,291 & 292,Yes,103.7489176,1.40408942
R107330K,CHARGE+ PTE. LTD.,2,R107330K-001,Type 2,7.4,680686,686,CHOA CHU KANG CRESCENT,,L3B,299 & 300,Yes,103.7489176,1.40408942
R107330K,CHARGE+ PTE. LTD.,2,R107330K-002,Type 2,7.4,680686,686,CHOA CHU KANG CRESCENT,,L3B,299 & 300,Yes,103.7489176,1.40408942
R107331B,CHARGE+ PTE. LTD.,2,R107331B-001,Type 2,7.4,121416,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,L1,347 & 348,Yes,103.770131,1.309813588
R107331B,CHARGE+ PTE. LTD.,2,R107331B-002,Type 2,7.4,121416,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,L1,347 & 348,Yes,103.770131,1.309813588
R107332F,CHARGE+ PTE. LTD.,2,R107332F-001,Type 2,7.4,121416,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,L1,349 & 350,Yes,103.770131,1.309813588
R107332F,CHARGE+ PTE. LTD.,2,R107332F-002,Type 2,7.4,121416,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,L1,349 & 350,Yes,103.770131,1.309813588
R107334C,CHARGE+ PTE. LTD.,2,R107334C-001,Type 2,7.4,121416,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,L1,351 & 352,Yes,103.770131,1.309813588
R107334C,CHARGE+ PTE. LTD.,2,R107334C-002,Type 2,7.4,121416,416A,CLEMENTI AVENUE 1,CASA CLEMENTI,L1,351 & 352,Yes,103.770131,1.309813588
R107353R,CHARGE+ PTE. LTD.,2,R107353R-001,Type 2,7.4,323104,104,WHAMPOA DRIVE,WHAMPOA VIEW,L1,33 & 34,Yes,103.8532442,1.320770033
R107353R,CHARGE+ PTE. LTD.,2,R107353R-002,Type 2,7.4,323104,104,WHAMPOA DRIVE,WHAMPOA VIEW,L1,33 & 34,Yes,103.8532442,1.320770033
R107354D,CHARGE+ PTE. LTD.,2,R107354D-001,Type 2,7.4,323104,104,WHAMPOA DRIVE,WHAMPOA VIEW,L1,50 & 49,Yes,103.8532442,1.320770033
R107354D,CHARGE+ PTE. LTD.,2,R107354D-002,Type 2,7.4,323104,104,WHAMPOA DRIVE,WHAMPOA VIEW,L1,50 & 49,Yes,103.8532442,1.320770033
R107356A,CHARGE+ PTE. LTD.,2,R107356A-001,Type 2,7.4,323104,104,WHAMPOA DRIVE,WHAMPOA VIEW,L1,52 & 51,Yes,103.8532442,1.320770033
R107356A,CHARGE+ PTE. LTD.,2,R107356A-002,Type 2,7.4,323104,104,WHAMPOA DRIVE,WHAMPOA VIEW,L1,52 & 51,Yes,103.8532442,1.320770033
R107358K,CHARGE+ PTE. LTD.,2,R107358K-001,Type 2,7.4,321085,85A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L1,1,Yes,103.856074,1.322730324
R107358K,CHARGE+ PTE. LTD.,2,R107358K-002,Type 2,7.4,321085,85A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L1,1,Yes,103.856074,1.322730324
R107359B,CHARGE+ PTE. LTD.,2,R107359B-001,Type 2,7.4,321085,85A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L1,2 & 3,Yes,103.856074,1.322730324
R107359B,CHARGE+ PTE. LTD.,2,R107359B-002,Type 2,7.4,321085,85A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L1,2 & 3,Yes,103.856074,1.322730324
R107360E,CHARGE+ PTE. LTD.,2,R107360E-001,Type 2,7.4,121309,309A,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,L2A,106 & 107,Yes,103.7661798,1.320563371
R107360E,CHARGE+ PTE. LTD.,2,R107360E-002,Type 2,7.4,121309,309A,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,L2A,106 & 107,Yes,103.7661798,1.320563371
R107361K,CHARGE+ PTE. LTD.,2,R107361K-001,Type 2,7.4,121309,309A,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,L2A,108,Yes,103.7661798,1.320563371
R107361K,CHARGE+ PTE. LTD.,2,R107361K-002,Type 2,7.4,121309,309A,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,L2A,108,Yes,103.7661798,1.320563371
R107362B,CHARGE+ PTE. LTD.,2,R107362B-001,Type 2,7.4,91003,3A,TELOK BLANGAH CRESCENT,MOUNT FABER GREEN,L3B,61,Yes,103.8175782,1.27904424
R107362B,CHARGE+ PTE. LTD.,2,R107362B-002,Type 2,7.4,91003,3A,TELOK BLANGAH CRESCENT,MOUNT FABER GREEN,L3B,61,Yes,103.8175782,1.27904424
R107363F,CHARGE+ PTE. LTD.,2,R107363F-001,Type 2,7.4,91003,3A,TELOK BLANGAH CRESCENT,MOUNT FABER GREEN,L3B,62 & 63,Yes,103.8175782,1.27904424
R107363F,CHARGE+ PTE. LTD.,2,R107363F-002,Type 2,7.4,91003,3A,TELOK BLANGAH CRESCENT,MOUNT FABER GREEN,L3B,62 & 63,Yes,103.8175782,1.27904424
R107365C,CHARGE+ PTE. LTD.,2,R107365C-001,Type 2,7.4,166008,8C,BOON TIONG ROAD,BOON TIONG ARCADIA,L3B,188 & 187,Yes,103.829641,1.286963082
R107365C,CHARGE+ PTE. LTD.,2,R107365C-002,Type 2,7.4,166008,8C,BOON TIONG ROAD,BOON TIONG ARCADIA,L3B,188 & 187,Yes,103.829641,1.286963082
R107366G,CHARGE+ PTE. LTD.,2,R107366G-001,Type 2,7.4,166008,8C,BOON TIONG ROAD,BOON TIONG ARCADIA,L3B,189,Yes,103.829641,1.286963082
R107366G,CHARGE+ PTE. LTD.,2,R107366G-002,Type 2,7.4,166008,8C,BOON TIONG ROAD,BOON TIONG ARCADIA,L3B,189,Yes,103.829641,1.286963082
R107367R,CHARGE+ PTE. LTD.,2,R107367R-001,Type 2,7.4,165018,18A,JALAN MEMBINA,MULTI STOREY CAR PARK,L3B,216 & 215,Yes,103.8267956,1.285135144
R107367R,CHARGE+ PTE. LTD.,2,R107367R-002,Type 2,7.4,165018,18A,JALAN MEMBINA,MULTI STOREY CAR PARK,L3B,216 & 215,Yes,103.8267956,1.285135144
R107368D,CHARGE+ PTE. LTD.,2,R107368D-001,Type 2,7.4,165018,18A,JALAN MEMBINA,MULTI STOREY CAR PARK,L3B,218 & 217,Yes,103.8267956,1.285135144
R107368D,CHARGE+ PTE. LTD.,2,R107368D-002,Type 2,7.4,165018,18A,JALAN MEMBINA,MULTI STOREY CAR PARK,L3B,218 & 217,Yes,103.8267956,1.285135144
R107370R,CHARGE+ PTE. LTD.,2,R107370R-001,Type 2,7.4,165018,18A,JALAN MEMBINA,MULTI STOREY CAR PARK,L3B,244 & 243,Yes,103.8267956,1.285135144
R107370R,CHARGE+ PTE. LTD.,2,R107370R-002,Type 2,7.4,165018,18A,JALAN MEMBINA,MULTI STOREY CAR PARK,L3B,244 & 243,Yes,103.8267956,1.285135144
R107371D,CHARGE+ PTE. LTD.,2,R107371D-001,Type 2,7.4,142095,95A,DAWSON ROAD,SKYPARC @ DAWSON,L3B,154 & 155,Yes,103.8119342,1.296073217
R107371D,CHARGE+ PTE. LTD.,2,R107371D-002,Type 2,7.4,142095,95A,DAWSON ROAD,SKYPARC @ DAWSON,L3B,154 & 155,Yes,103.8119342,1.296073217
R107373A,CHARGE+ PTE. LTD.,2,R107373A-001,Type 2,7.4,142095,95A,DAWSON ROAD,SKYPARC @ DAWSON,L3B,156 & 157,Yes,103.8119342,1.296073217
R107373A,CHARGE+ PTE. LTD.,2,R107373A-002,Type 2,7.4,142095,95A,DAWSON ROAD,SKYPARC @ DAWSON,L3B,156 & 157,Yes,103.8119342,1.296073217
R107376B,CHARGE+ PTE. LTD.,2,R107376B-001,Type 2,7.4,142095,95A,DAWSON ROAD,SKYPARC @ DAWSON,L3B,MC115 &160,Yes,103.8119342,1.296073217
R107376B,CHARGE+ PTE. LTD.,2,R107376B-002,Type 2,7.4,142095,95A,DAWSON ROAD,SKYPARC @ DAWSON,L3B,MC115 &160,Yes,103.8119342,1.296073217
R107378Z,CHARGE+ PTE. LTD.,2,R107378Z-001,Type 2,7.4,180261,261,WATERLOO STREET,SAINT VINCENT HOME,B1,41 & 40,Yes,103.8519378,1.298808294
R107378Z,CHARGE+ PTE. LTD.,2,R107378Z-002,Type 2,7.4,180261,261,WATERLOO STREET,SAINT VINCENT HOME,B1,41 & 40,Yes,103.8519378,1.298808294
R107380F,CHARGE+ PTE. LTD.,2,R107380F-001,Type 2,7.4,180261,261,WATERLOO STREET,SAINT VINCENT HOME,B1,79 & 78,Yes,103.8519378,1.298808294
R107380F,CHARGE+ PTE. LTD.,2,R107380F-002,Type 2,7.4,180261,261,WATERLOO STREET,SAINT VINCENT HOME,B1,79 & 78,Yes,103.8519378,1.298808294
R107382C,CHARGE+ PTE. LTD.,2,R107382C-001,Type 2,7.4,640650,650,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L3B,158 & MC82,Yes,103.6968179,1.338659212
R107382C,CHARGE+ PTE. LTD.,2,R107382C-002,Type 2,7.4,640650,650,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L3B,158 & MC82,Yes,103.6968179,1.338659212
R107383G,CHARGE+ PTE. LTD.,2,R107383G-001,Type 2,7.4,640650,650,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L3B,160 & 159,Yes,103.6968179,1.338659212
R107383G,CHARGE+ PTE. LTD.,2,R107383G-002,Type 2,7.4,640650,650,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L3B,160 & 159,Yes,103.6968179,1.338659212
R107386H,CHARGE+ PTE. LTD.,2,R107386H-001,Type 2,7.4,640650,650,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L3B,162 & 161,Yes,103.6968179,1.338659212
R107386H,CHARGE+ PTE. LTD.,2,R107386H-002,Type 2,7.4,640650,650,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L3B,162 & 161,Yes,103.6968179,1.338659212
R107389K,CHARGE+ PTE. LTD.,2,R107389K-001,Type 2,7.4,671488,488A,SEGAR ROAD,SEGAR GROVE,L3B,106 & 107,Yes,103.7712642,1.389865084
R107389K,CHARGE+ PTE. LTD.,2,R107389K-002,Type 2,7.4,671488,488A,SEGAR ROAD,SEGAR GROVE,L3B,106 & 107,Yes,103.7712642,1.389865084
R107391E,CHARGE+ PTE. LTD.,2,R107391E-001,Type 2,7.4,671488,488A,SEGAR ROAD,SEGAR GROVE,L3B,108 & 109,Yes,103.7712642,1.389865084
R107391E,CHARGE+ PTE. LTD.,2,R107391E-002,Type 2,7.4,671488,488A,SEGAR ROAD,SEGAR GROVE,L3B,108 & 109,Yes,103.7712642,1.389865084
R107393B,CHARGE+ PTE. LTD.,2,R107393B-001,Type 2,7.4,671488,488A,SEGAR ROAD,SEGAR GROVE,L3B,110 & MC62,Yes,103.7712642,1.389865084
R107393B,CHARGE+ PTE. LTD.,2,R107393B-002,Type 2,7.4,671488,488A,SEGAR ROAD,SEGAR GROVE,L3B,110 & MC62,Yes,103.7712642,1.389865084
R107396C,CHARGE+ PTE. LTD.,2,R107396C-001,Type 2,7.4,681297,297A,CHOA CHU KANG AVENUE 2,,L3A,295 & 294,Yes,103.7420381,1.376811917
